disease,gene,MultiCens_Score,Fusion_RRF,VQ_star,OpenAI,MedLLaMA,OpenAI_NoCRED,MedLLaMA_NoCRED,Causal_Ratio,label,paper_count,layer_type
Alzheimer,2931,0.0010578622124808076,0.13096229621993763,0.9228015352815804,0.0,0.0,0.0,0.0,0.09090909090909091,0,22,bibliometric_only
Alzheimer,2932,0.5529150221650247,0.8870178949794848,0.9110361771487194,0.85,0.5,0.9,0.9,0.09558823529411764,0,136,both_layers
Alzheimer,818,3.220142259709451e-08,0.014278708985090764,0.0,0.0,0.0,0.0,0.0,0.0,0,6,bibliometric_only
Alzheimer,151393,0.002687096866138195,0.25574423565167215,0.7412558033467285,0.75,0.0,0.4,0.0,0.045454545454545456,0,22,both_layers
Alzheimer,6750,0.09022853803013996,0.4001250010287373,0.9168544948168756,0.85,0.5,0.9,0.9,0.09289617486338798,0,183,both_layers
Alzheimer,344,0.0009230076143532409,0.12151727841664405,0.9621488603124152,0.0,0.0,0.0,0.0,0.2,0,10,bibliometric_only
Alzheimer,4536,0.001399852534125067,0.24998945553086754,0.9279625971439405,0.0,0.0,0.0,0.0,0.125,0,8,bibliometric_only
Alzheimer,29253,7.3664799912017195e-09,0.008723167404137717,0.0,0.0,0.0,0.0,0.0,0.0,0,13,bibliometric_only
Alzheimer,24797,5.402259535946216e-09,0.007948505809260802,0.0,0.0,0.0,0.0,0.0,0.0,0,24,bibliometric_only
Alzheimer,7200,0.0012971365413205949,0.1843814300256453,0.8618878378815288,0.0,0.0,0.0,0.0,0.05263157894736842,0,19,bibliometric_only
Alzheimer,2796,4.6623527176592975e-08,0.016439158744648897,0.0,0.0,0.0,0.0,0.0,0.0,0,5,bibliometric_only
Alzheimer,5443,0.0009204284017943587,0.1093435919130265,0.9371183780975686,0.0,0.0,0.0,0.0,0.13114754098360656,0,61,bibliometric_only
Alzheimer,2691,0.00087277207389601,0.09243672316806119,0.8685089260848092,0.0,0.0,0.0,0.0,0.05263157894736842,0,19,bibliometric_only
Alzheimer,1392,0.000754752187663434,0.10417812398308686,0.965066584863302,0.0,0.0,0.0,0.0,0.20689655172413793,0,58,bibliometric_only
Alzheimer,2752,0.0006942712940014988,0.08660131216243626,0.9412367383272952,0.0,0.0,0.0,0.0,0.11764705882352941,0,34,bibliometric_only
Alzheimer,29687,8.316058758814491e-10,0.004506344597220405,0.0,0.0,0.0,0.0,0.0,0.0,0,3,bibliometric_only
Alzheimer,713,1.8071591459711035e-08,0.011874372405530253,0.0,0.0,0.0,0.0,0.0,0.0,0,4,bibliometric_only
Alzheimer,5252,0.0005937264457766838,0.07023315400429832,0.8670533187146531,0.0,0.0,0.0,0.0,0.06779661016949153,0,59,bibliometric_only
Alzheimer,116592,2.0574861424408422e-08,0.01234754840333087,0.0,0.0,0.0,0.0,0.0,0.0,0,6,bibliometric_only
Alzheimer,847,0.13158709242827887,0.4613339287760661,0.9537051772575672,0.0,0.0,0.0,0.0,0.14814814814814814,0,54,both_layers
Alzheimer,281294,7.973258454697657e-08,0.020465301333964472,0.0,0.0,0.0,0.0,0.0,0.0,0,3,bibliometric_only
Alzheimer,7448,1.3006119502472654e-07,0.02546171847330118,0.0,0.0,0.0,0.0,0.0,0.0,0,9,bibliometric_only
Alzheimer,6462,0.11946525560851823,0.45134266357943414,0.9579827867454086,0.75,0.5,0.8,0.9,0.1724137931034483,0,29,both_layers
Alzheimer,150,8.893621189085861e-09,0.009369036309119803,0.0,0.0,0.0,0.0,0.0,0.0,0,2,bibliometric_only
Alzheimer,25750,8.358365257347297e-09,0.009140618394279817,0.0,0.0,0.0,0.0,0.0,0.0,0,21,bibliometric_only
Alzheimer,1813,0.000606370126128207,0.08749244317504777,0.9573168634908039,0.0,0.0,0.0,0.0,0.1875,0,16,bibliometric_only
Alzheimer,3269,5.971737020279531e-08,0.01813253232950937,0.0,0.0,0.0,0.0,0.0,0.0,0,4,bibliometric_only
Alzheimer,348,0.2113643094389003,0.5613821755388757,0.9635099370843024,0.95,0.9997388096558553,0.9,0.5,0.20578166603271206,1,2629,both_layers
Alzheimer,338,0.0009922708576678018,0.11793840296387777,0.9090865522779895,0.0,0.0,0.0,0.0,0.07692307692307693,0,26,bibliometric_only
Alzheimer,22929,0.0004887203415763581,0.09659969221594775,0.9708391515659816,0.0,0.0,0.0,0.0,0.2222222222222222,0,9,bibliometric_only
Alzheimer,966,0.0006305271153996531,0.09651150849079869,0.9655710716538116,0.0,0.0,0.0,0.0,0.25,0,8,bibliometric_only
Alzheimer,1191,0.06586352062796332,0.3763247303275136,0.9349750692151574,0.45,0.9644028246241544,0.3,0.9,0.12,0,50,both_layers
Alzheimer,4852,0.0008312601948777613,0.09394231313882928,0.9288129373012461,0.0,0.0,0.0,0.0,0.11764705882352941,0,51,bibliometric_only
Alzheimer,3726,0.207413036147306,0.5309828250542141,0.8780605509152931,0.2,0.0,0.3,0.0,0.07692307692307693,0,26,both_layers
Alzheimer,7023,1.2930373097532683e-08,0.010644432076242718,0.0,0.0,0.0,0.0,0.0,0.0,0,2,bibliometric_only
Alzheimer,3630,0.0009893609743380851,0.12210146014906373,0.9355609832475911,0.0,0.0,0.0,0.0,0.12921348314606743,0,178,bibliometric_only
Alzheimer,2688,0.001112076610709938,0.13951685556598947,0.8399718147156013,0.0,0.0,0.0,0.0,0.04878048780487805,0,41,bibliometric_only
Alzheimer,26060,9.065835884875488e-08,0.021917261450477808,0.0,0.0,0.0,0.0,0.0,0.0,0,2,bibliometric_only
Alzheimer,1511,0.0008307676682988527,0.13144250359463633,0.9782661760922328,0.0,0.0,0.0,0.0,0.3333333333333333,0,9,bibliometric_only
Alzheimer,2147,0.0010228977821414285,0.15985071191380415,0.9770906374999989,0.0,0.0,0.0,0.0,0.2857142857142857,0,77,bibliometric_only
Alzheimer,7018,0.000653740375657067,0.08310842217180926,0.9373985455148782,0.0,0.0,0.0,0.0,0.12903225806451613,0,62,bibliometric_only
Alzheimer,213,0.0006466511344915284,0.0750019168119906,0.8948444575956432,0.0,0.0,0.0,0.0,0.07058823529411765,0,85,bibliometric_only
Alzheimer,1906,0.0006979845471842685,0.09848597791981102,0.9634974018565446,0.0,0.0,0.0,0.0,0.2,0,10,bibliometric_only
Alzheimer,11820,0.0009633978707216921,0.13322310132005213,0.9662136903350546,0.95,0.5,0.95,1.0,0.2118561710398445,0,1029,bibliometric_only
Alzheimer,112476,0.0010153637108318494,0.1571175282439743,0.9765102200182952,0.0,0.0,0.0,0.0,0.26605504587155965,0,109,bibliometric_only
Alzheimer,2335,0.0011211337746620544,0.14679188877659172,0.923754395660538,0.0,0.0,0.0,0.0,0.10526315789473684,0,19,bibliometric_only
Alzheimer,24932,0.0004894746621613845,0.18823839294807412,0.992669356223598,0.0,0.0,0.0,0.0,0.5,0,2,bibliometric_only
Alzheimer,5967,0.0013973580365196907,0.2535738761236421,0.9452038861443512,0.0,0.0,0.0,0.0,0.2,0,5,bibliometric_only
Alzheimer,18049,0.0010195490891675195,0.12073753004179351,0.8987989811368884,0.0,0.0,0.0,0.0,0.06,0,50,bibliometric_only
Alzheimer,4877,0.0009894241427289775,0.1352211486603641,0.9630423522652211,0.0,0.0,0.0,0.0,0.2,0,5,bibliometric_only
Alzheimer,12038,0.0005926180041213336,0.07536826842549338,0.9242138362726684,0.0,0.0,0.0,0.0,0.10526315789473684,0,19,bibliometric_only
Alzheimer,11423,0.0009618296057145992,0.10737061707111278,0.8634458589099043,0.0,0.0,0.0,0.0,0.05263157894736842,0,76,bibliometric_only
Alzheimer,100036030,0.0010907837239673562,0.15463233765256804,0.9617910365275462,0.0,0.0,0.0,0.0,0.14285714285714285,0,7,bibliometric_only
Alzheimer,13405,1.8619666090281782e-07,0.02815230619281834,0.0,0.0,0.0,0.0,0.0,0.0,0,2,bibliometric_only
Alzheimer,6647,0.0008766923170972483,0.12545454130421957,0.9714485992819681,0.0,0.0,0.0,0.0,0.24324324324324326,0,111,bibliometric_only
Alzheimer,29423,5.7247983075898e-09,0.008079377418379934,0.0,0.0,0.0,0.0,0.0,0.0,0,9,bibliometric_only
Alzheimer,126638,0.0006817966824507719,0.12002459796676514,0.9782829782096137,0.0,0.0,0.0,0.0,0.3333333333333333,0,3,bibliometric_only
Alzheimer,24683,1.5927507468927568e-08,0.011363477562425756,0.0,0.0,0.0,0.0,0.0,0.0,0,2,bibliometric_only
Alzheimer,551,0.0011514633909289538,0.14819378569201994,0.905177194716942,0.0,0.0,0.0,0.0,0.09302325581395349,0,43,bibliometric_only
Alzheimer,5020,0.00130296991382489,0.18936999391856896,0.8954673062212314,0.0,0.0,0.0,0.0,0.07142857142857142,0,14,bibliometric_only
Alzheimer,960,0.0008781295494986107,0.11662752916275242,0.9649776087514816,0.0,0.0,0.0,0.0,0.2,0,45,bibliometric_only
Alzheimer,3107,0.0006510527084908279,0.08501037459368421,0.9445867814550771,0.0,0.0,0.0,0.0,0.18181818181818182,0,11,bibliometric_only
Alzheimer,24775,2.5923710205938417e-08,0.013310283603358765,0.0,0.0,0.0,0.0,0.0,0.0,0,5,bibliometric_only
Alzheimer,28898,7.786498257381586e-08,0.020224754757559894,0.0,0.0,0.0,0.0,0.0,0.0,0,12,bibliometric_only
Alzheimer,25269,5.542533491932685e-10,0.004045924665359183,0.0,0.0,0.0,0.0,0.0,0.0,0,4,bibliometric_only
Alzheimer,5816,0.0006403166562180484,0.07191775687709175,0.8129035196329913,0.0,0.0,0.0,0.0,0.04,0,25,bibliometric_only
Alzheimer,25298,6.863955680985331e-11,0.002315954390392502,0.0,0.0,0.0,0.0,0.0,0.0,0,2,bibliometric_only
Alzheimer,7037,0.0011012141341618029,0.14338222312566382,0.929671204365095,0.0,0.0,0.0,0.0,0.10526315789473684,0,19,bibliometric_only
Alzheimer,24248,5.844926341060175e-10,0.0040733347220909205,0.0,0.0,0.0,0.0,0.0,0.0,0,21,bibliometric_only
Alzheimer,8836,6.01063046101746e-08,0.01823806975954297,0.0,0.0,0.0,0.0,0.0,0.0,0,10,bibliometric_only
Alzheimer,24804,5.6047117324192095e-09,0.008013745257317562,0.0,0.0,0.0,0.0,0.0,0.0,0,23,bibliometric_only
Alzheimer,7431,0.18242966201407762,0.5125136661047347,0.9152642450520357,0.0,0.0,0.0,0.0,0.09523809523809523,0,21,both_layers
Alzheimer,7031,6.570558224297539e-09,0.008379678347542878,0.0,0.0,0.0,0.0,0.0,0.0,0,3,bibliometric_only
Alzheimer,280722,0.0007737240107047652,0.2126740766049965,0.9931952925290691,0.0,0.0,0.0,0.0,0.5,0,4,bibliometric_only
Alzheimer,4744,0.000860691144857776,0.10351181980088016,0.9505106679635553,0.0,0.0,0.0,0.0,0.14285714285714285,0,21,bibliometric_only
Alzheimer,1816,2.5717684486151942e-09,0.006233487018745621,0.0,0.0,0.0,0.0,0.0,0.0,0,2,bibliometric_only
Alzheimer,2353,0.17918721603399876,0.5081510919877783,0.9341678354882973,0.2,0.0,0.2,0.0,0.12121212121212122,0,33,both_layers
Alzheimer,875,0.0009464058067879116,0.16433138243374945,0.9831557803744231,0.0,0.0,0.0,0.0,0.3333333333333333,0,12,bibliometric_only
Alzheimer,4741,0.0012221419352444077,0.16485398134158102,0.8837846243987721,0.0,0.0,0.0,0.0,0.05263157894736842,0,19,bibliometric_only
Alzheimer,4128,0.0008222927098473252,0.09321585596629928,0.9303714592849686,0.0,0.0,0.0,0.0,0.1111111111111111,0,18,bibliometric_only
Alzheimer,16476,7.92486355271911e-09,0.008970011497510536,0.0,0.0,0.0,0.0,0.0,0.0,0,11,bibliometric_only
Alzheimer,644914,0.0010915027674398483,0.13952210279076455,0.9228226006188985,0.0,0.0,0.0,0.0,0.14285714285714285,0,7,bibliometric_only
Alzheimer,2550,4.075447446466674e-08,0.01576290314931928,0.0,0.0,0.0,0.0,0.0,0.0,0,2,bibliometric_only
Alzheimer,2778,0.0006071780833594353,0.08304695233876545,0.9471709184813608,0.0,0.0,0.0,0.0,0.14285714285714285,0,7,bibliometric_only
Alzheimer,17762,0.0007697666678585778,0.08222709754830079,0.8780593593483623,0.0,0.0,0.0,0.0,0.1,0,10,bibliometric_only
Alzheimer,920,0.0005464202507597546,0.06765079333604798,0.8557831676053822,0.0,0.0,0.0,0.0,0.07142857142857142,0,28,bibliometric_only
Alzheimer,925,0.0006898771217574882,0.08686839732311522,0.9426297017482965,0.0,0.0,0.0,0.0,0.1111111111111111,0,18,bibliometric_only
Alzheimer,1457,0.0005821003576419122,0.2052004670901621,0.9940336539708512,0.0,0.0,0.0,0.0,0.6,0,5,bibliometric_only
Alzheimer,1113,0.0009567491405521614,0.11798674369598774,0.9453170922445034,0.0,0.0,0.0,0.0,0.15384615384615385,0,26,bibliometric_only
Alzheimer,23114,0.0008681049647648087,0.12968767692218525,0.975253659898137,0.0,0.0,0.0,0.0,0.25,0,28,bibliometric_only
Alzheimer,351;7306,0.0010392211928938896,0.12610708647975924,0.9124851524023478,0.0,0.0,0.0,0.0,0.1,0,10,bibliometric_only
Alzheimer,24516,6.106282337324273e-08,0.018379876555404386,0.0,0.0,0.0,0.0,0.0,0.0,0,4,bibliometric_only
Alzheimer,25492,2.6596938221000243e-08,0.013437228914173814,0.0,0.0,0.0,0.0,0.0,0.0,0,2,bibliometric_only
Alzheimer,9900,9.9729144893422e-08,0.022793713474731525,0.0,0.0,0.0,0.0,0.0,0.0,0,3,bibliometric_only
Alzheimer,5970,0.3214786366420008,0.709679312420051,0.8918520021239327,0.0,0.0,0.0,0.0,0.058823529411764705,0,17,both_layers
Alzheimer,7857,1.233383471811382e-07,0.02509412006379925,0.0,0.0,0.0,0.0,0.0,0.0,0,4,bibliometric_only
Alzheimer,3558,0.0009627591732731853,0.1220990572190782,0.9534707538887708,0.0,0.0,0.0,0.0,0.15555555555555556,0,45,bibliometric_only
Alzheimer,3308,0.012835603728097316,0.29668533194776986,0.929570617192439,0.0,0.0,0.0,0.0,0.125,0,32,both_layers
Alzheimer,618,1.9590129300221396e-07,0.028611221361838822,0.0,0.0,0.0,0.0,0.0,0.0,0,2,bibliometric_only
Alzheimer,3643,0.0009802838583190434,0.1364174445160225,0.9658852992380529,0.0,0.0,0.0,0.0,0.22727272727272727,0,22,bibliometric_only
Alzheimer,13166,0.0004374901031431159,0.1425782247036562,0.9886216551560779,0.0,0.0,0.0,0.0,0.3333333333333333,0,3,bibliometric_only
Alzheimer,12870,6.829377739270305e-09,0.00849870099341893,0.0,0.0,0.0,0.0,0.0,0.0,0,3,bibliometric_only
Alzheimer,5270,0.000810977640452951,0.1992361611674933,0.9916480569721822,0.0,0.0,0.0,0.0,0.5555555555555556,0,9,bibliometric_only
Alzheimer,14061,0.0004774593968269371,0.08017292035397657,0.9559294275924136,0.0,0.0,0.0,0.0,0.25,0,4,bibliometric_only
Alzheimer,6383,0.0010812484893646496,0.15101121925809463,0.9612437226893622,0.0,0.0,0.0,0.0,0.18181818181818182,0,11,bibliometric_only
Alzheimer,64112,0.0010230973948034286,0.1259510978863351,0.9302500630462921,0.0,0.0,0.0,0.0,0.09090909090909091,0,11,bibliometric_only
Alzheimer,4131,0.0007638194640547557,0.1288098269602308,0.9799121880047704,0.0,0.0,0.0,0.0,0.3125,0,16,bibliometric_only
Alzheimer,4504,0.0009271094303235028,0.11507313471749658,0.9519087477576038,0.0,0.0,0.0,0.0,0.13333333333333333,0,30,bibliometric_only
Alzheimer,17751,0.0005377925363946695,0.07401189164499256,0.9287931642974593,0.0,0.0,0.0,0.0,0.08333333333333333,0,12,bibliometric_only
Alzheimer,4035,0.500332314796783,0.8746176732043522,0.9566504406513721,0.85,0.8254088508673765,0.85,1.0,0.1896551724137931,0,116,both_layers
Alzheimer,722,7.047203533718797e-08,0.019446772024267398,0.0,0.0,0.0,0.0,0.0,0.0,0,5,bibliometric_only
Alzheimer,5340,0.15025192794225398,0.49763875390983847,0.9671277949179189,0.85,0.868059580323942,0.3,0.0,0.24324324324324326,0,37,both_layers
Alzheimer,9622,0.000990388078764868,0.12467406694794006,0.9421781488950804,0.0,0.0,0.0,0.0,0.15384615384615385,0,13,bibliometric_only
Alzheimer,80308,0.0115938236092171,0.3179353876766484,0.9725404569226987,0.2,0.0,0.7,0.0,0.3333333333333333,0,3,both_layers
Alzheimer,6688,0.2541786190566023,0.6671346072535183,0.9845303620103083,0.92,0.9186720899502586,0.8,0.0,0.3333333333333333,0,3,both_layers
Alzheimer,107,3.826711778041894e-08,0.015348089908547722,0.0,0.0,0.0,0.0,0.0,0.0,0,2,bibliometric_only
