disease,gene,MultiCens_Score,Fusion_RRF,VQ_star,OpenAI,MedLLaMA,OpenAI_NoCRED,MedLLaMA_NoCRED,Causal_Ratio,label,paper_count,layer_type
Parkinson,1312,0.00045139560264301806,0.06535170222283315,0.8921588052843992,0.0,0.0,0.0,0.0,0.08050847457627118,0,708,bibliometric_only
Parkinson,5027,0.0005218442137480272,0.07974171645969146,0.8940402989890567,0.0,0.0,0.0,0.0,0.1111111111111111,0,18,bibliometric_only
Parkinson,5029,2.707327042553776e-10,0.0022828294009439904,0.0,0.0,0.0,0.0,0.0,0.0,0,2,bibliometric_only
Parkinson,83839,4.979671881249882e-10,0.002768664355501145,0.0,0.0,0.0,0.0,0.0,0.0,0,23,bibliometric_only
Parkinson,117059,1.9855225721594804e-09,0.004648185902134036,0.0,0.0,0.0,0.0,0.0,0.0,0,13,bibliometric_only
Parkinson,24330,7.026750035032508e-11,0.0014413689741267592,0.0,0.0,0.0,0.0,0.0,0.0,0,19,bibliometric_only
Parkinson,135,0.00046578884673141894,0.06271167368339162,0.7669402985177431,0.0,0.0,0.0,0.0,0.04680851063829787,0,235,bibliometric_only
Parkinson,21823,0.0004295876763332541,0.05594180928421418,0.4373695377526057,0.78,0.5,0.85,0.0,0.006699147381242387,0,1642,bibliometric_only
Parkinson,441549,0.0004957631791746315,0.06656486123313594,0.6336617776876402,0.0,0.0,0.0,0.0,0.024390243902439025,0,41,bibliometric_only
Parkinson,4908,0.0003555026152145711,0.052034684661284226,0.844733355130017,0.0,0.0,0.0,0.0,0.06666666666666667,0,90,bibliometric_only
Parkinson,116448,3.4879357858122467e-09,0.005849534485134814,0.0,0.0,0.0,0.0,0.0,0.0,0,2,bibliometric_only
Parkinson,17709,0.0004916860214407886,0.06949477966049318,0.8583806538551757,0.0,0.0,0.0,0.0,0.045454545454545456,0,66,bibliometric_only
Parkinson,19225,0.0005181110070429575,0.07224673335918079,0.3377553567158387,0.0,0.0,0.0,0.0,0.009174311926605505,0,109,bibliometric_only
Parkinson,4069,4.815289723200259e-09,0.006612134095446905,0.0,0.0,0.0,0.0,0.0,0.0,0,43,bibliometric_only
Parkinson,4129,0.0004661403901919126,0.06970256034519728,0.9096982318488328,0.0,0.0,0.0,0.0,0.0899581589958159,0,956,bibliometric_only
Parkinson,373156,0.0005976050839727063,0.10627485268890913,0.9195581087045364,0.0,0.0,0.0,0.0,0.07894736842105263,0,38,bibliometric_only
Parkinson,20620,8.488539297370263e-09,0.008449313799546434,0.0,0.0,0.0,0.0,0.0,0.0,0,16,bibliometric_only
Parkinson,64176,1.4931055462780907e-13,0.00019854059256272145,0.0,0.0,0.0,0.0,0.0,0.0,0,2,bibliometric_only
Parkinson,17758,3.245093070233454e-11,0.0011423727901361323,0.0,0.0,0.0,0.0,0.0,0.0,0,2,bibliometric_only
Parkinson,225642,7.367438973332959e-11,0.0014681107857272533,0.0,0.0,0.0,0.0,0.0,0.0,0,4,bibliometric_only
Parkinson,13806,0.0006624581867370829,0.17540913107584574,0.984885107053344,0.0,0.0,0.0,0.0,0.3333333333333333,0,3,bibliometric_only
Parkinson,11922,7.269729762004195e-11,0.0014591740586818375,0.0,0.0,0.0,0.0,0.0,0.0,0,4,bibliometric_only
Parkinson,5468,0.00047751335530284324,0.06758456567109666,0.8667773671743098,0.0,0.0,0.0,0.0,0.06521739130434782,0,92,bibliometric_only
Parkinson,162083,1.0673445107294845e-08,0.009415067334355789,0.0,0.0,0.0,0.0,0.0,0.0,0,2,bibliometric_only
Parkinson,9201,4.874293016046915e-09,0.006661353244294727,0.0,0.0,0.0,0.0,0.0,0.0,0,2,bibliometric_only
Parkinson,3060,0.00036140460215821355,0.061278006717688994,0.9296519708891035,0.0,0.0,0.0,0.0,0.09803921568627451,0,51,bibliometric_only
Parkinson,102134074,1.6878657163251093e-09,0.004370169852315256,0.0,0.0,0.0,0.0,0.0,0.0,0,13,bibliometric_only
Parkinson,100359403,0.0005103277966410709,0.08537667821580992,0.9406279898455775,0.2,0.5,0.3,0.9,0.1016949152542373,0,59,bibliometric_only
Parkinson,8934,0.0005157848541685344,0.10625304368813984,0.9736308162509101,0.0,0.0,0.0,0.0,0.2545454545454545,0,55,bibliometric_only
Parkinson,5870,0.00030831153865594913,0.0789161393879566,0.9733945327613318,0.0,0.0,0.0,0.0,0.2,0,5,bibliometric_only
Parkinson,268566,1.1801496836515458e-10,0.0017253483464470835,0.0,0.0,0.0,0.0,0.0,0.0,0,2,bibliometric_only
Parkinson,19122,0.0004873117936735731,0.09140635809754377,0.9660101100432021,0.85,0.5,0.4,0.9,0.20689655172413793,0,58,bibliometric_only
Parkinson,851249,2.8124786221359057e-08,0.014933500126409838,0.0,0.0,0.0,0.0,0.0,0.0,0,2,bibliometric_only
Parkinson,850619,0.0005507894459300968,0.1607493523468733,0.9909753385750102,0.0,0.0,0.0,0.0,0.3333333333333333,0,3,bibliometric_only
Parkinson,172757,8.697512575257434e-09,0.008537600329623262,0.0,0.0,0.0,0.0,0.0,0.0,0,4,bibliometric_only
Parkinson,259839,8.820291846132004e-11,0.0015620930019551993,0.0,0.0,0.0,0.0,0.0,0.0,0,2,bibliometric_only
Parkinson,20655,0.0005532806386924162,0.08129397941933748,0.48180877102400566,0.0,0.0,0.0,0.0,0.013888888888888888,0,72,bibliometric_only
Parkinson,31607,0.0005795654270084818,0.1513794405107669,0.9871514012205141,0.92,0.8237653397006374,0.95,1.0,0.3815789473684211,0,152,bibliometric_only
Parkinson,6532,0.0004231322725017196,0.06512612805323222,0.918897974301596,0.0,0.0,0.0,0.0,0.10714285714285714,0,112,bibliometric_only
Parkinson,310738,0.00043234254600628224,0.062307671757450486,0.8870352092218395,0.0,0.0,0.0,0.0,0.05504587155963303,0,109,bibliometric_only
Parkinson,3316,0.0004955052178549855,0.07424898701756653,0.9088099439970032,0.0,0.0,0.0,0.0,0.09090909090909091,0,11,bibliometric_only
Parkinson,24471,9.42307851815444e-10,0.0034739022231290387,0.0,0.0,0.0,0.0,0.0,0.0,0,12,bibliometric_only
Parkinson,3308,0.014220945115269695,0.2804577161975829,0.9420503303386049,0.85,0.683400261072177,0.85,1.0,0.152317880794702,0,151,both_layers
Parkinson,108348108,9.190384247415945e-09,0.00875139663099813,0.0,0.0,0.0,0.0,0.0,0.0,0,40,bibliometric_only
Parkinson,29219,0.000527024755285987,0.08283300367766373,0.9106229569475628,0.92,0.9711711377432636,0.9,1.0,0.07886435331230283,0,634,bibliometric_only
Parkinson,64127,0.0006499820462510003,0.13133049471280017,0.946360691539252,0.0,0.0,0.0,0.0,0.09090909090909091,0,11,bibliometric_only
Parkinson,5599,0.35949996697323466,0.7658676819102461,0.9196445790706697,0.4,0.5,0.8,0.9,0.08737864077669903,0,206,both_layers
Parkinson,158506,0.0005151393892685658,0.09948495922208726,0.9671746890047485,0.92,0.6140781402980144,0.95,1.0,0.2097902097902098,0,143,bibliometric_only
Parkinson,10891,0.14427612076070667,0.46409288831375023,0.940629606657704,0.0,0.0,0.0,0.0,0.12080536912751678,0,149,both_layers
Parkinson,5465,0.0003751407645204739,0.06281610964991799,0.9308452948671999,0.0,0.0,0.0,0.0,0.09090909090909091,0,33,bibliometric_only
Parkinson,4780,0.35890946608920155,0.7546476675179996,0.9081329785399371,0.3,0.915025908902166,0.3,0.5,0.06666666666666667,0,375,both_layers
Parkinson,18033,0.0006774085735579936,0.12542506499347505,0.5092938849056549,0.0,0.0,0.0,0.0,0.011834319526627219,0,338,bibliometric_only
Parkinson,15368,2.5665026764489746e-09,0.005161892706198284,0.0,0.0,0.0,0.0,0.0,0.0,0,108,bibliometric_only
Parkinson,14580,4.871659172714784e-10,0.0027492569902327645,0.0,0.0,0.0,0.0,0.0,0.0,0,245,bibliometric_only
Parkinson,18024,0.00040932901287937205,0.05511052068857125,0.7733921040954479,0.0,0.0,0.0,0.0,0.03669724770642202,0,218,bibliometric_only
Parkinson,13162,0.000329483297380658,0.04644862421484947,0.42873976029157707,0.3,0.0,0.8,0.0,0.012448132780082987,0,241,bibliometric_only
Parkinson,114737,3.5887467294201203e-10,0.0025168012363085937,0.0,0.0,0.0,0.0,0.0,0.0,0,104,bibliometric_only
Parkinson,1072,0.0004917267082280384,0.08067405113040306,0.9427287196540648,0.0,0.0,0.0,0.0,0.125,0,16,bibliometric_only
Parkinson,101926620,4.1693347455487806e-11,0.001236101272573964,0.0,0.0,0.0,0.0,0.0,0.0,0,2,bibliometric_only
Parkinson,14526,0.00029543870848842654,0.049929554892837784,0.8824756947884885,0.0,0.0,0.0,0.0,0.1,0,40,bibliometric_only
Parkinson,85268,8.607435896298606e-09,0.008508047777908303,0.0,0.0,0.0,0.0,0.0,0.0,0,8,bibliometric_only
Parkinson,2668,0.0005124745714590271,0.07356731668433367,0.8109227141441151,0.0,0.0,0.0,0.0,0.041501976284584984,0,506,bibliometric_only
Parkinson,93759,0.000498261588341274,0.06693168972925981,0.5949052861837677,0.0,0.0,0.0,0.0,0.029411764705882353,0,34,bibliometric_only
Parkinson,19016,1.0834345220143958e-08,0.009512260971510644,0.0,0.0,0.0,0.0,0.0,0.0,0,38,bibliometric_only
Parkinson,19013,4.7369609558971795e-09,0.0065560213961276675,0.0,0.0,0.0,0.0,0.0,0.0,0,22,bibliometric_only
Parkinson,19697,1.6027556442362167e-09,0.004282978255630725,0.0,0.0,0.0,0.0,0.0,0.0,0,50,bibliometric_only
Parkinson,18126,0.0005979364155281642,0.09615204052473542,0.4766163755273645,0.0,0.0,0.0,0.0,0.00749063670411985,0,267,bibliometric_only
Parkinson,18035,2.851723644048945e-09,0.005390920733733872,0.0,0.0,0.0,0.0,0.0,0.0,0,39,bibliometric_only
Parkinson,2395,0.00036066180516061664,0.06488909891841055,0.9449180280041031,0.0,0.0,0.0,0.0,0.1875,0,16,bibliometric_only
Parkinson,40527,0.0005331052276197979,0.18911440210036967,0.9964507703851161,0.0,0.0,0.0,0.0,0.6,0,5,bibliometric_only
Parkinson,54832,0.003126550902434879,0.29285849142899884,0.9846689311304893,0.85,0.5,0.95,0.9,0.32432432432432434,1,37,both_layers
Parkinson,6014,0.000507972116254708,0.07485858378980893,0.87332522936982,0.0,0.0,0.0,0.0,0.10344827586206896,0,29,bibliometric_only
Parkinson,2580,0.12555263471533243,0.42617976133861335,0.9275351347845692,0.2,0.0,0.3,0.9,0.16326530612244897,0,49,both_layers
Parkinson,36776,0.0004663287555175161,0.1197399251467245,0.9863168832134138,0.0,0.0,0.0,0.0,0.5,0,2,bibliometric_only
Parkinson,42447,0.0005511053573277834,0.12195898444324166,0.9783145085324699,0.85,0.8584656069058436,0.95,1.0,0.3,0,70,bibliometric_only
Parkinson,21418,2.103659450672463e-12,0.000500843709587252,0.0,0.0,0.0,0.0,0.0,0.0,0,2,bibliometric_only
Parkinson,21785,1.3808085973522875e-10,0.0018300218328175114,0.0,0.0,0.0,0.0,0.0,0.0,0,3,bibliometric_only
Parkinson,21333,0.0006582391815737566,0.11888901316717344,0.6655963813037097,0.0,0.0,0.0,0.0,0.047619047619047616,0,21,bibliometric_only
Parkinson,24898,1.2944494402146745e-09,0.003920769996038732,0.0,0.0,0.0,0.0,0.0,0.0,0,147,bibliometric_only
Parkinson,3458,0.23613878677500683,0.6168378811073868,0.9085896494764045,0.85,0.5,0.85,0.9,0.07692307692307693,0,143,both_layers
Parkinson,7124,0.2947866193450725,0.6602420270744931,0.8978283591316571,0.85,0.5,0.9,0.9,0.07785467128027682,0,578,both_layers
Parkinson,943,0.0004442846411453365,0.06525430754560692,0.8991395349353118,0.0,0.0,0.0,0.0,0.2,0,5,bibliometric_only
Parkinson,112935892,0.0005071267624307847,0.11293152879086095,0.9793963579178725,0.92,0.9532322326414988,0.4,0.9,0.32603938730853393,0,457,bibliometric_only
Parkinson,24715,7.841288326030583e-09,0.008159751823326847,0.0,0.0,0.0,0.0,0.0,0.0,0,21,bibliometric_only
Parkinson,3920,0.000671166887883022,0.14050825746042833,0.9491749696115526,0.0,0.0,0.0,0.0,0.16666666666666666,0,30,bibliometric_only
Parkinson,79594,0.05396392696241651,0.33214390674691596,0.9565076578040177,0.85,0.989406739275145,0.9,1.0,0.16279069767441862,0,86,both_layers
Parkinson,12064,0.0005353336961912218,0.07658800991105805,0.40428488383738065,0.0,0.0,0.0,0.0,0.0125,0,240,bibliometric_only
Parkinson,12912,1.3283395729057785e-09,0.0039670110525100106,0.0,0.0,0.0,0.0,0.0,0.0,0,70,bibliometric_only
Parkinson,227289,4.740600424048333e-09,0.006563310996881505,0.0,0.0,0.0,0.0,0.0,0.0,0,8,bibliometric_only
Parkinson,13489,0.0004614081265421851,0.06254501663228612,0.7970087828187271,0.85,0.5,0.9,0.9,0.030612244897959183,0,196,bibliometric_only
Parkinson,5602,9.19439344578954e-09,0.00875478879917398,0.0,0.0,0.0,0.0,0.0,0.0,0,13,bibliometric_only
Parkinson,10105,1.7937363563402436e-09,0.0044639035563714385,0.0,0.0,0.0,0.0,0.0,0.0,0,2,bibliometric_only
Parkinson,43652,0.0006308570122581935,0.16552465097893404,0.9860905393252559,0.85,0.5,0.85,0.9,0.375,0,40,bibliometric_only
Parkinson,9360,2.1934617259954166e-10,0.0021083344109921074,0.0,0.0,0.0,0.0,0.0,0.0,0,2,bibliometric_only
Parkinson,5610,0.0003234027141428021,0.07532642090323714,0.968861173171098,0.0,0.0,0.0,0.0,0.25,0,8,bibliometric_only
Parkinson,1649,0.000408657097561947,0.05366519209131843,0.6021322408103651,0.0,0.0,0.0,0.0,0.018518518518518517,0,54,bibliometric_only
Parkinson,83939,5.170341434846927e-09,0.006826647636816891,0.0,0.0,0.0,0.0,0.0,0.0,0,24,bibliometric_only
Parkinson,468,0.0004720290710395743,0.0674919046620081,0.8789344853743392,0.0,0.0,0.0,0.0,0.08333333333333333,0,36,bibliometric_only
Parkinson,28882,0.0005054293230651192,0.06963194012092014,0.7049548455976644,0.0,0.0,0.0,0.0,0.04225352112676056,0,71,bibliometric_only
Parkinson,410,0.0005002766460345833,0.11273787663990893,0.9806260377707663,0.0,0.0,0.0,0.0,0.4166666666666667,0,12,bibliometric_only
Parkinson,11924,1.2000012472485654e-09,0.003799153205492755,0.0,0.0,0.0,0.0,0.0,0.0,0,7,bibliometric_only
Parkinson,18227,0.0005139092286067456,0.07511913961404024,0.8459401806626098,0.85,0.813097615350867,0.9,1.0,0.040983606557377046,0,122,bibliometric_only
Parkinson,14955,2.63690764108863e-09,0.005207692626580557,0.0,0.0,0.0,0.0,0.0,0.0,0,2,bibliometric_only
Parkinson,18012,5.5732792307369065e-12,0.0006761099905452457,0.0,0.0,0.0,0.0,0.0,0.0,0,2,bibliometric_only
Parkinson,12387,0.00037096673874927185,0.053260470834528464,0.8382455466852222,0.0,0.0,0.0,0.0,0.06976744186046512,0,43,bibliometric_only
Parkinson,15452,3.3492309220177363e-09,0.005751367934045787,0.0,0.0,0.0,0.0,0.0,0.0,0,2,bibliometric_only
Parkinson,5617,0.0006224149671936692,0.10651650319754516,0.8220322383715628,0.0,0.0,0.0,0.0,0.03636363636363636,0,110,bibliometric_only
Parkinson,3170,0.0002624517900981418,0.042854937566764104,0.6730810839575865,0.0,0.0,0.0,0.0,0.03571428571428571,0,28,bibliometric_only
Parkinson,4009,0.00036966340147988325,0.060726640349936675,0.9228751700836895,0.2,0.0,0.3,0.9,0.07407407407407407,0,54,bibliometric_only
Parkinson,6571,0.0003393347523793596,0.0522751170755451,0.8744442589936526,0.85,0.9,0.9,0.9,0.07246376811594203,1,138,bibliometric_only
Parkinson,3763,0.00031774593701166734,0.04644948803900234,0.6680803453098123,0.0,0.0,0.0,0.0,0.04,0,25,bibliometric_only
Parkinson,83805,1.001781627268106e-09,0.0035486147718510937,0.0,0.0,0.0,0.0,0.0,0.0,0,11,bibliometric_only
Parkinson,29328,1.6586119961728619e-09,0.0043393150720787655,0.0,0.0,0.0,0.0,0.0,0.0,0,14,bibliometric_only
Parkinson,299331,1.2849728134196927e-08,0.01030441629419209,0.0,0.0,0.0,0.0,0.0,0.0,0,10,bibliometric_only
Parkinson,83619,0.00044293583502202715,0.05861950939067896,0.7165443706869837,0.0,0.0,0.0,0.0,0.02564102564102564,0,117,bibliometric_only
Parkinson,29527,0.0004202038250171599,0.060247378978841894,0.8786819478313073,0.0,0.0,0.0,0.0,0.04,0,50,bibliometric_only
Parkinson,113976,9.771947807484762e-10,0.0035213034311169884,0.0,0.0,0.0,0.0,0.0,0.0,0,4,bibliometric_only
Parkinson,64678,0.0006442821000723785,0.11535565134358448,0.8001323313496441,0.0,0.0,0.0,0.0,0.047619047619047616,0,21,bibliometric_only
Parkinson,24329,9.432131550396242e-09,0.008877989875558847,0.0,0.0,0.0,0.0,0.0,0.0,0,5,bibliometric_only
Parkinson,85240,7.622729649929155e-10,0.0032518413749235532,0.0,0.0,0.0,0.0,0.0,0.0,0,3,bibliometric_only
Parkinson,300160,0.0005961649730171289,0.13505520825811362,0.9773128525127672,0.75,0.9737763269581916,0.85,0.0,0.3050847457627119,0,59,bibliometric_only
Parkinson,114562,1.4067101482257454e-09,0.004047126133680947,0.0,0.0,0.0,0.0,0.0,0.0,0,2,bibliometric_only
Parkinson,5660,0.0005100324559161761,0.11121872419809598,0.9781024703349823,0.0,0.0,0.0,0.0,0.391304347826087,0,23,bibliometric_only
Parkinson,19156,2.319234015349708e-09,0.004942279521808213,0.0,0.0,0.0,0.0,0.0,0.0,0,4,bibliometric_only
Parkinson,596,0.5754355694545794,0.8735000448857211,0.7515703178161013,0.85,0.5,0.85,0.9,0.02368421052631579,0,380,both_layers
Parkinson,581,0.00038530712657858376,0.0529485404101911,0.778998424358891,0.0,0.0,0.0,0.0,0.018867924528301886,0,318,bibliometric_only
Parkinson,407040,0.00025171939804459264,0.043028569506621164,0.7466573785473525,0.0,0.0,0.0,0.0,0.058823529411764705,0,17,bibliometric_only
Parkinson,23411,0.0004912444693848286,0.06994646878947268,0.8694926442769824,0.0,0.0,0.0,0.0,0.059322033898305086,0,118,bibliometric_only
Parkinson,5864,4.133233771040165e-08,0.01711479110296154,0.0,0.0,0.0,0.0,0.0,0.0,0,6,bibliometric_only
Parkinson,2185,0.0005678425845579401,0.08808967650164472,0.7865971479600201,0.0,0.0,0.0,0.0,0.04838709677419355,0,62,bibliometric_only
Parkinson,20510,6.15203482443607e-10,0.0030124976928439847,0.0,0.0,0.0,0.0,0.0,0.0,0,10,bibliometric_only
